movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho
MOV-00313,B-010,COSCO-TIGRE,R-01,MUELLE-F,CONTENEDORES,SHANGHAI,03/09/2022,19:55,2022-09-04,06:20 AM,4468.1,7.8,10,DESPACHADO
MOV-00314,B-019,MAERSK-LIMA,R-03,MUELLE-A,GRANOS,MONTEVIDEO,2024-11-28,14:35,2024-11-30,04:58 PM,7263.85,12.4,15,PENDIENTE
MOV-00315,B-030,HAPAG-SUR,R-06,MUELLE-F,CONTENEDORES,ROTTERDAM,2021-02-02,8:06,2021-02-03,08:11 PM,,13.0,12,PENDIENTE
MOV-00316,B-031,EVER-GLORY,R-01,MUELLE-C,SOJA,VALPARAISO,2022-10-21,6:20,2022-10-23,05:10 AM,6988.03,11.4,12,DESPACHADO
MOV-00317,B-006,ZIM-DELTA,R-04,MUELLE-F,MAIZ,MONTEVIDEO,2022-01-07,19:54,2022-01-10,18:26,-1245.05,12.5,12,EN_REVISION
MOV-00318,B-011,YANG-MING,R-03,MUELLE-A,HARINA,SHANGHAI,2021-06-12,15:16,2021-06-15,03:21 PM,5638.67,13.0,12,EN_REVISION
MOV-00319,B-003,YANG-ESTE,R-01,MUELLE-F,TRIGO,SANTA FE,2023-03-13,12:54,2023-03-14,17:47,5599.92,10.0,10,PENDIENTE
MOV-00320,B-014,hapag sur!!,R-02,MUELLE-C,MINERALES,SANTA FE,2021-10-17,18:02,2021-10-19,07:54 XM,5638.09,11.5,10,PENDIENTE
MOV-00321,B-027,ONE-PLATA,R-04,MUELLE-F,HARINA,MONTEVIDEO,2024-03-22,9:10,2024-03-23,03:25 AM,128307.24,15.5,12,DESPACHADO
MOV-00322,B-021,msc genova!!,R-03,MUELLE-D,MAIZ,HAMBURG,2021-06-22,16:46,2021-06-22,10:35,7401.79,17.2,12,EN_REVISION
MOV-00323,B-001,EVERGREEN-02,R-06,MUELLE-A,HARINA,VALPARAISO,2022-04-27,13:22,2022-04-29,11:47,4456.39,7.9,12,DESPACHADO
MOV-00324,B-007,COSCO-STAR,R-02,MUELLE-A,GRANOS,ROTTERDAM,32/13/2021,20:28,2020-07-26,0:19,2997.39,12.1,15,
MOV-00325,B-024,ZIM-DELTA,R-05,MUELLE-C,HARINA,VALPARAISO,2020-03-07,0:01,2020-03-07,11:14 AM,4949.23,11.8,12,RECHAZADO
MOV-00326,B-012,COSCO-TIGRE,R-06,MUELLE-E,MAIZ,ROTTERDAM,2020-08-30,20:36,2020-09-02,12:21 AM,6748.3,15.2,15,PENDIENTE
MOV-00327,B-030,EVERGREEN-02,R-03,MUELLE-B,TRIGO,VALPARAISO,2024-04-26,8:42,2024-04-26,05:10 AM,4122.0,11.5,12,PENDIENTE
MOV-00328,B-002,,R-02,MUELLE-D,SOJA,SAO PAULO,13/07/2024,5:11,2024-07-14,2:43,4262.73,13.8,12,
MOV-00329,B-033,CMA-ROSARIO,R-04,MUELLE-C,SOJA,SAO PAULO,2023-11-17,4:17,2023-11-18,12:31 AM,4604.23,13.9,15,DESPACHADO
MOV-00330,B-020,,R-04,MUELLE-F,MINERALES,ROTTERDAM,2023-06-29,3:38,2023-07-01,11:00 PM,3234.35,14.3,12,RECHAZADO
MOV-00331,B-021,MAERSK-PAMPAS,R-03,MUELLE-C,TRIGO,BUENOS AIRES,2020-09-07,0:20,2020-09-07,06:16 AM,4361.23,9.6,12,PENDIENTE
MOV-00332,B-028,MSC-ALPHA,R-06,MUELLE-B,TRIGO,SANTA FE,2020-09-01,29:00:00,2020-09-02,10:30 AM,,12.1,12,RECHAZADO
MOV-00333,B-020,,R-06,MUELLE-C,CONTENEDORES,BUENOS AIRES,2023-11-27,14:31,2023-11-28,7:57,4627.64,12.0,12,EN_REVISION
MOV-00334,B-004,PIL-SANTA,R-01,MUELLE-A,GRANOS,VALPARAISO,2021-07-06,22:10,2021-07-07,,4842.24,16.6,12,DESPACHADO
MOV-00335,B-019,COSCO-STAR,R-06,MUELLE-E,TRIGO,SAO PAULO,2020-01-27,21:13,2020-01-30,2:28,6248.54,13.6,10,DESPACHADO
MOV-00336,B-033,ONE-PARANA,R-07,MUELLE-B,SOJA,VALPARAISO,2023-08-20,AB:CD,2023-08-22,10:53 AM,5527.75,14.2,15,RECHAZADO
MOV-00337,B-007,ever glory!!,R-07,MUELLE-F,CONTENEDORES,SAO PAULO,2022-12-20,19:31,2022-12-23,12:7 AM,5277.83,13.7,12,EN_REVISION
MOV-00338,B-018,,R-04,MUELLE-B,TRIGO,SHANGHAI,2020-07-12,5:32,2020-07-14,1:35,4729.17,196.9,10,EN_REVISION
MOV-00339,B-031,PIL-OESTE,R-01,MUELLE-D,TRIGO,HAMBURG,2021-08-18,7:33,2021-08-21,16:16,5215.79,122.3,15,DESPACHADO
MOV-00340,B-039,HAPAG-SUR,R-02,MUELLE-C,GRANOS,MONTEVIDEO,2022-01-01,15:01,2022-01-03,5:40,6090.45,8.5,10,RECHAZADO
MOV-00341,B-022,COSCO-TIGRE,,MUELLE-C,HARINA,SAO PAULO,2020-09-08,30:09:00,2020-09-11,5:13,3361.35,9.8,15,DESPACHADO
MOV-00342,B-038,MAERSK-LIMA,R-01,MUELLE-D,HARINA,SANTA FE,2021-05-29,4:22,2021-05-30,17:16,3637.09,16.6,10,RECHAZADO
MOV-00343,B-007,PIL-SANTA,R-05,MUELLE-E,HARINA,MONTEVIDEO,2020-10-12,21:49,2020-10-14,11:40 PM,4542.68,9.6,15,RECHAZADO
MOV-00344,B-030,MAERSK-PAMPAS,R-07,MUELLE-D,GRANOS,SANTA FE,2024-05-30,7:37,2024-06-02,9:26,5561.19,12.9,12,RECHAZADO
MOV-00345,B-019,PIL-OESTE,R-08,MUELLE-F,ACEITE,SANTA FE,2024-01-08,1:44,2024-01-09,7:56,4892.45,7.5,15,DESPACHADO
MOV-00346,B-016,ONE-PARANA,R-02,MUELLE-D,GRANOS,HAMBURG,2022-09-17,5:52,2022-09-18,03:59 PM,5574.62,12.5,12,RECHAZADO
MOV-00347,B-038,HAPAG-SUR,R-06,MUELLE-F,HARINA,ROTTERDAM,2024-07-24,13:09,2024-07-24,23:32,4815.29,,12,RECHAZADO
MOV-00348,B-014,EVERGREEN-02,R-07,MUELLE-E,SOJA,MONTEVIDEO,2022-07-30,22:54,2022-07-31,17:15,3857.73,15.8,12,PENDIENTE
MOV-00349,B-040,COSCO-TIGRE,R-02,MUELLE-A,GRANOS,MONTEVIDEO,2022-09-02,10:48,2022-09-03,03:58 AM,5467.24,12.8,15,PENDIENTE
MOV-00350,B-012,@#$%,R-02,MUELLE-F,MINERALES,ROTTERDAM,2021-02-04,8:31,2021-02-06,10:21 PM,,11.7,10,PENDIENTE
MOV-00351,B-034,HAPAG-SUR,R-04,MUELLE-B,MINERALES,SHANGHAI,2024-06-29,2:28,2024-07-01,05:26 AM,3871.12,9.4,10,EN_REVISION
MOV-00352,B-019,COSCO-STAR,R-04,MUELLE-E,HARINA,ROTTERDAM,22/08/2022,8:41,2022-08-22,12:58,2573.96,10.2,15,DESPACHADO
MOV-00353,B-003,EVERGREEN-02,R-02,MUELLE-D,SOJA,HAMBURG,2022-10-14,25:01:00,2022-10-16,12:06 AM,4954.97,12.9,10,PENDIENTE
MOV-00354,B-028,zim norte!!,R-03,MUELLE-A,MINERALES,BUENOS AIRES,2021-05-02,7:05,2021-05-02,03:27 PM,4343.38,,10,EN_REVISION
MOV-00355,B-019,CMA-ROSARIO,R-07,MUELLE-D,SOJA,BUENOS AIRES,2023-12-15,23:52,2023-12-18,11:33 AM,4998.12,15.8,12,DESPACHADO
MOV-00356,B-009,ONE-PLATA,R-04,MUELLE-C,TRIGO,BUENOS AIRES,32/13/2021,22:28,2021-04-29,3:40,4668.22,6.8,10,EN_REVISION
MOV-00357,B-020,EVER-GLORY,R-06,MUELLE-A,ACEITE,VALPARAISO,2022-06-07,13:50,2022-06-08,03:27 PM,5049.92,9.3,15,PENDIENTE
MOV-00358,B-018,COSCO-STAR,R-04,MUELLE-E,HARINA,SHANGHAI,2023-09-12,8:50,2023-09-12,03:49 XM,5932.73,12.6,12,RECHAZADO
MOV-00359,B-005,CMA-LITORAL,,MUELLE-C,HARINA,VALPARAISO,2024-11-19,19:41,2024-11-20,11:30,6180.26,181.4,10,RECHAZADO
MOV-00360,B-033,CMA-LITORAL,,MUELLE-E,SOJA,SAO PAULO,2022-05-01,2:41,2022-05-03,06:53 PM,4469.98,14.6,15,PENDIENTE
MOV-00361,B-033,ONE-PLATA,R-06,MUELLE-B,CONTENEDORES,SANTA FE,2020-06-07,7:36,2020-06-10,10:15 AM,1917.76,19.1,10,PENDIENTE
MOV-00362,B-015,CMA-LITORAL,R-06,MUELLE-F,SOJA,SAO PAULO,2020-06-12,11:35,2020-06-15,10:39,4733.32,5.9,12,RECHAZADO
MOV-00363,B-027,MAERSK-PAMPAS,R-03,MUELLE-E,MINERALES,SAO PAULO,2022-05-07,8:48,10-05-2022,2:57,5151.36,11.6,10,PENDIENTE
MOV-00364,B-022,PIL-OESTE,R-02,MUELLE-F,GRANOS,BUENOS AIRES,2022-07-10,23:53,2022-07-13,16:32,7508.02,10.0,15,EN_REVISION
MOV-00365,B-007,ZIM-DELTA,R-05,MUELLE-D,ACEITE,SANTA FE,2020-10-20,1:52,2020-10-21,10:22 PM,4740.42,14.9,10,RECHAZADO
MOV-00366,B-036,ONE-PLATA,R-03,MUELLE-A,GRANOS,SAO PAULO,2021-02-20,9:36,2021-02-22,8:38,2774.98,12.4,12,DESPACHADO
MOV-00367,B-005,MSC-ALPHA,R-03,MUELLE-E,ACEITE,VALPARAISO,2023-12-18,22:20,2023-12-19,14:34,63687.47,9.4,10,RECHAZADO
MOV-00368,B-032,YANG-MING,R-03,MUELLE-B,SOJA,SAO PAULO,2021-03-03,22:11,2021-03-04,19:10,3723.06,13.4,15,DESPACHADO
MOV-00369,B-008,YANG-MING,R-07,MUELLE-D,ACEITE,SAO PAULO,2023-09-14,3:22,2023-09-16,8:23,6001.8,14.2,12,RECHAZADO
MOV-00370,B-026,PIL-SANTA,R-01,muelle  c!!,MINERALES,SAO PAULO,2022-04-19,7:36,2022-04-20,8:10 PM,4759.66,11.3,12,EN_REVISION
MOV-00371,B-035,ONE-PARANA,R-03,MUELLE-E,CONTENEDORES,SAO PAULO,32/13/2021,6:35,27-04-2022,09:50 AM,5835.23,5.7,12,EN_REVISION
MOV-00372,B-009,PIL-SANTA,R-02,MUELLE-A,SOJA,ROTTERDAM,2020-11-06,AB:CD,2020-11-08,03:12 AM,7250.29,12.5,15,DESPACHADO
MOV-00373,B-035,ONE-PLATA,R-04,MUELLE-D,GRANOS,HAMBURG,2020-08-09,14:14,2020-08-09,01:42 XM,6941.42,10.5,15,RECHAZADO
MOV-00374,B-037,ZIM-DELTA,R-01,MUELLE-D,HARINA,ROTTERDAM,2021-10-20,22:36,2021-10-23,3:11,4864.42,6.3,10,EN_REVISION
MOV-00375,B-001,HAPAG-RIO,R-02,MUELLE-B,TRIGO,HAMBURG,2023-07-06,16:31,2023-07-07,7:40 AM,6223.03,12.8,10,DESPACHADO
MOV-00376,B-034,YANG-ESTE,R-05,MUELLE-D,MINERALES,SAO PAULO,02/12/2020,16:45,2020-12-05,12:36 AM,6717.55,9.9,10,EN_REVISION
MOV-00377,B-001,ONE-PARANA,R-05,MUELLE-C,CONTENEDORES,VALPARAISO,2023-02-23,17:41,2023-02-24,21:43,4135.06,9.9,12,EN_REVISION
MOV-00378,B-011,MSC-GENOVA,R-04,MUELLE-B,SOJA,MONTEVIDEO,2020-06-08,1:08,2020-06-10,7:56,6247.2,17.3,12,PENDIENTE
MOV-00379,B-018,CMA-ROSARIO,R-07,MUELLE-E,MINERALES,HAMBURG,2023-08-28,11:11,2023-08-28,06:19 AM,4394.34,8.5,12,EN_REVISION
MOV-00380,B-024,PIL-SANTA,R-01,MUELLE-E,HARINA,SANTA FE,2023-12-13,8:17,2023-12-13,11:24 PM,,9.6,15,EN_REVISION
MOV-00381,B-009,COSCO-STAR,R-07,muelle  a!!,GRANOS,HAMBURG,2024-10-12,6:41,2024-10-12,23:6,4069.0,17.5,12,DESPACHADO
MOV-00382,B-012,CMA-LITORAL,R-01,MUELLE-C,TRIGO,ROTTERDAM,2021-09-29,8:35,2021-10-01,4:08,,100.3,10,PENDIENTE
MOV-00383,B-020,ONE-PARANA,R-03,MUELLE-C,GRANOS,ROTTERDAM,2022-04-27,7:53,2022-04-28,10:21 PM,5288.55,13.5,12,EN_REVISION
MOV-00384,B-028,EVERGREEN-02,R-05,MUELLE-B,ACEITE,VALPARAISO,2022-08-15,8:02,2022-08-16,09:17 AM,4177.33,11.8,10,DESPACHADO
MOV-00385,B-023,YANG-MING,R-03,MUELLE-D,MAIZ,SANTA FE,2023-11-23,13:46,2023-11-25,20:32,5481.75,8.9,15,RECHAZADO
MOV-00386,B-011,YANG-MING,R-04,MUELLE-E,MAIZ,MONTEVIDEO,2021-09-25,4:51,27-09-2021,3:39,5095.77,11.0,10,EN_REVISION
MOV-00387,B-031,ZIM-NORTE,R-07,MUELLE-F,TRIGO,HAMBURG,2022-03-04,4:20,2022-03-05,11:45,5918.75,7.9,10,
MOV-00388,B-039,COSCO-TIGRE,R-02,MUELLE-F,TRIGO,MONTEVIDEO,2020-07-09,10:24,2020-07-10,2:7,5314.09,13.9,12,
MOV-00389,B-021,CMA-ROSARIO,R-07,MUELLE-F,MINERALES,SANTA FE,2024-04-28,1:19,2024-04-30,19:2,3984.4,8.3,12,RECHAZADO
MOV-00390,B-038,@#$%,R-04,MUELLE-E,MINERALES,ROTTERDAM,2022-07-31,11:03,2022-08-02,02:51 PM,,12.2,12,DESPACHADO
MOV-00391,B-010,HAPAG-SUR,R-07,MUELLE-C,ACEITE,HAMBURG,2024-08-07,16:36,10-08-2024,7:55,7264.74,8.8,15,PENDIENTE
MOV-00392,B-006,MAERSK-PAMPAS,R-02,muelle  b!!,HARINA,VALPARAISO,2022-08-26,6:48,2022-08-28,08:9 PM,4869.71,11.1,15,PENDIENTE
MOV-00393,B-015,MSC-GENOVA,R-06,MUELLE-B,SOJA,VALPARAISO,2023-01-13,12:30,2023-01-13,15:36,3550.12,9.8,12,RECHAZADO
MOV-00394,B-034,EVERGREEN-02,R-05,MUELLE-C,ACEITE,HAMBURG,2023-07-02,11:36,2023-07-04,15:10,6651.49,12.8,10,RECHAZADO
MOV-00395,B-026,ZIM-NORTE,R-07,MUELLE-C,TRIGO,ROTTERDAM,2023-09-22,21:40,2023-09-24,3:48,-933.66,14.6,10,EN_REVISION
MOV-00396,B-027,MAERSK-PAMPAS,R-04,MUELLE-F,GRANOS,SAO PAULO,2023-05-12,18:46,2023-05-15,15:49,3904.39,9.7,10,PENDIENTE
MOV-00397,B-013,MSC-ALPHA,R-03,MUELLE-C,SOJA,SANTA FE,2023-05-20,14:15,2023-05-21,46:45:00,53232.26,10.4,15,PENDIENTE
MOV-00398,B-017,ZIM-NORTE,R-02,MUELLE-F,GRANOS,HAMBURG,2024-08-23,23:49,2024-08-24,7:30,5197.76,11.1,12,RECHAZADO
MOV-00399,B-007,MSC-ALPHA,R-02,MUELLE-D,MINERALES,SAO PAULO,2024-05-31,14:44,2024-06-02,04:18 AM,3993.35,15.8,12,EN_REVISION
MOV-00400,B-010,YANG-ESTE,R-05,MUELLE-D,HARINA,SAO PAULO,2023-04-11,0:16,2023-04-13,20:45,5940.6,8.8,10,DESPACHADO
MOV-00401,B-001,COSCO-STAR,R-06,MUELLE-B,HARINA,SAO PAULO,2024-06-04,3:41,2024-06-05,8:56 AM,5965.41,15.3,15,PENDIENTE
MOV-00402,B-035,COSCO-STAR,R-01,MUELLE-D,TRIGO,SAO PAULO,2024-10-22,7:14,2024-10-24,11:07 AM,5223.07,10.2,15,EN_REVISION
MOV-00403,B-005,ONE-PARANA,R-08,MUELLE-A,MINERALES,BUENOS AIRES,2023-05-10,15:19,2023-05-10,16:28,125456.03,15.5,10,RECHAZADO
MOV-00404,B-020,PIL-SANTA,R-04,MUELLE-C,HARINA,VALPARAISO,2022-09-25,0:20,2022-09-27,07:19 AM,6542.46,15.3,10,RECHAZADO
MOV-00405,B-020,YANG-ESTE,R-04,MUELLE-E,MAIZ,SHANGHAI,2024-10-11,5:39,2024-10-12,21:47,5430.33,14.8,10,PENDIENTE
MOV-00406,B-027,MSC-GENOVA,R-07,MUELLE-A,CONTENEDORES,SHANGHAI,2024-08-03,22:12,2024-08-05,08:24 PM,7023.15,11.2,10,PENDIENTE
MOV-00407,B-003,COSCO-TIGRE,R-08,MUELLE-B,HARINA,ROTTERDAM,2023-01-06,11:28,2023-01-08,23:06,6377.86,14.6,12,DESPACHADO
MOV-00408,B-002,CMA-ROSARIO,,MUELLE-F,ACEITE,SHANGHAI,2022-08-17,AB:CD,2022-08-19,17:33,4985.7,9.9,12,RECHAZADO
MOV-00409,B-033,MSC-ALPHA,R-08,MUELLE-C,ACEITE,BUENOS AIRES,2022-12-25,5:51,2022-12-28,4:0,2023.49,8.8,10,DESPACHADO
MOV-00410,B-028,MSC-GENOVA,R-07,MUELLE-E,HARINA,SANTA FE,2020-11-04,8:54,2020-11-05,3:45,5851.27,12.3,12,RECHAZADO
MOV-00411,B-009,zim norte!!,R-06,MUELLE-A,ACEITE,SHANGHAI,32/13/2021,8:14,2022-05-19,06:12 PM,4560.6,10.3,10,PENDIENTE
MOV-00412,B-012,ONE-PLATA,R-02,MUELLE-B,TRIGO,BUENOS AIRES,2022-04-30,AB:CD,2022-04-30,02:15 PM,4933.57,9.2,12,RECHAZADO
MOV-00413,B-025,HAPAG-SUR,R-01,MUELLE-C,ACEITE,SANTA FE,2020-09-19,16:09,2020-09-20,12:27 PM,5430.84,10.5,10,PENDIENTE
MOV-00414,B-011,MSC-GENOVA,R-08,MUELLE-B,HARINA,ROTTERDAM,32/13/2021,0:21,2020-02-28,20:21,139718.87,10.7,12,EN_REVISION
MOV-00415,B-035,CMA-LITORAL,R-03,MUELLE-E,GRANOS,VALPARAISO,2021-10-23,21:34,2021-10-25,09:18 AM,2456.01,13.2,10,RECHAZADO
MOV-00416,B-020,MSC-ALPHA,R-08,muelle  f!!,HARINA,MONTEVIDEO,2024-02-17,1:47,00/00/0000,20:36,3442.16,14.1,15,EN_REVISION
MOV-00417,B-017,ZIM-NORTE,R-08,MUELLE-A,HARINA,SHANGHAI,2024-07-10,15:49,2024-07-13,5:12,5770.43,12.0,12,EN_REVISION
MOV-00418,B-006,ONE-PLATA,R-03,MUELLE-D,TRIGO,MONTEVIDEO,2021-12-25,16:38,2021-12-26,sin dato,5129.46,10.0,15,PENDIENTE
MOV-00419,B-028,ONE-PARANA,R-05,MUELLE-A,CONTENEDORES,VALPARAISO,16/08/2022,10:08,2022-08-18,08:57 AM,7607.53,7.3,12,RECHAZADO
MOV-00420,B-027,COSCO-TIGRE,R-04,MUELLE-B,ACEITE,BUENOS AIRES,2020-09-09,23:47,2020-09-10,02:36 AM,5939.42,11.4,12,PENDIENTE
MOV-00421,B-022,PIL-SANTA,R-01,MUELLE-D,HARINA,BUENOS AIRES,2023-11-17,15:48,2023-11-19,04:35 PM,4348.67,12.8,15,RECHAZADO
MOV-00422,B-033,MSC-ALPHA,R-07,MUELLE-F,HARINA,SHANGHAI,2021-05-12,18:31,2021-05-14,____,6890.06,12.4,12,DESPACHADO
MOV-00423,B-016,EVERGREEN-02,R-07,MUELLE-D,GRANOS,SHANGHAI,32/13/2021,12:52,2020-03-19,3:06,5938.3,8.9,15,RECHAZADO
MOV-00424,B-030,PIL-SANTA,R-03,MUELLE-B,ACEITE,ROTTERDAM,2024-10-20,2:21,2024-10-22,04:02 PM,5142.58,10.2,12,EN_REVISION
MOV-00425,B-011,HAPAG-RIO,R-06,MUELLE-A,SOJA,SAO PAULO,2021-08-29,17:34,2021-08-30,,6565.35,9.5,15,EN_REVISION
MOV-00426,B-037,COSCO-STAR,R-06,MUELLE-B,MINERALES,SANTA FE,2020-02-23,26:01:00,2020-02-24,0:58,3299.49,10.7,12,PENDIENTE
MOV-00427,B-025,PIL-SANTA,R-06,MUELLE-C,CONTENEDORES,SHANGHAI,2023-01-11,11:04,2023-01-12,10:51 PM,7282.86,7.9,12,EN_REVISION
MOV-00428,B-015,CMA-LITORAL,R-05,MUELLE-E,GRANOS,HAMBURG,2020-02-15,17:28,2020-02-16,05:57 AM,3715.56,12.1,10,RECHAZADO
MOV-00429,B-020,MSC-ALPHA,R-04,MUELLE-E,CONTENEDORES,MONTEVIDEO,2023-12-29,11:37,2023-12-30,5:14,7076.26,5.9,10,EN_REVISION
MOV-00430,B-025,MAERSK-PAMPAS,R-07,MUELLE-F,MINERALES,MONTEVIDEO,2023-12-19,13:56,2023-12-21,04:22 PM,5423.49,14.4,10,EN_REVISION
MOV-00431,B-001,MSC-ALPHA,R-07,MUELLE-C,GRANOS,SHANGHAI,2022-10-17,5:34,2022-10-18,23:55,5745.72,11.5,15,DESPACHADO
MOV-00432,B-020,YANG-MING,R-02,MUELLE-C,MAIZ,MONTEVIDEO,2021-11-21,14:59,2021-11-23,2:07,3367.92,12.1,15,DESPACHADO
MOV-00433,B-034,COSCO-STAR,R-06,MUELLE-E,CONTENEDORES,SAO PAULO,2021-08-22,20:27,25-08-2021,11:22 AM,4440.74,,10,EN_REVISION
MOV-00434,B-037,ZIM-NORTE,,MUELLE-F,ACEITE,SANTA FE,2021-12-21,17:03,2021-12-24,19:42,5974.98,12.7,10,DESPACHADO
MOV-00435,B-008,YANG-MING,R-01,MUELLE-B,ACEITE,MONTEVIDEO,2020-04-01,4:09,2020-04-02,20:30,5535.46,178.8,12,RECHAZADO
MOV-00436,B-001,COSCO-TIGRE,R-01,MUELLE-F,MINERALES,MONTEVIDEO,2024-06-08,15:04,2024-06-09,08:31 PM,5534.34,12.6,10,PENDIENTE
MOV-00437,B-034,EVER-GLORY,R-08,MUELLE-D,SOJA,BUENOS AIRES,2024-04-10,22:51,2024-04-11,04:03 AM,6155.51,12.7,10,PENDIENTE
MOV-00438,B-013,EVER-GLORY,R-07,MUELLE-D,MAIZ,VALPARAISO,2023-09-09,23:28,2023-09-10,02:57 PM,5261.25,16.2,12,DESPACHADO
MOV-00439,B-015,MSC-GENOVA,R-07,MUELLE-A,GRANOS,ROTTERDAM,2023-02-28,17:04,2023-02-28,12:15,6266.65,8.0,10,DESPACHADO
MOV-00440,B-010,YANG-MING,R-03,MUELLE-D,HARINA,MONTEVIDEO,2020-10-21,1:29,2020-10-23,16:54,4919.94,8.8,12,EN_REVISION
MOV-00441,B-014,ONE-PARANA,R-04,MUELLE-F,ACEITE,HAMBURG,2020-10-16,15:06,2020-10-19,22:37,4274.29,13.8,12,RECHAZADO
MOV-00442,B-037,CMA-ROSARIO,R-07,MUELLE-E,TRIGO,MONTEVIDEO,2020-09-24,AB:CD,2020-09-27,8:43,4634.38,14.1,15,RECHAZADO
MOV-00443,B-038,CMA-LITORAL,R-08,MUELLE-C,MAIZ,VALPARAISO,2020-11-30,13:07,2020-12-03,0:47,,14.3,10,EN_REVISION
MOV-00444,B-038,,R-08,MUELLE-E,MAIZ,HAMBURG,2021-12-05,10:05,2021-12-07,09:57 AM,7854.46,10.7,15,DESPACHADO
MOV-00445,B-027,HAPAG-RIO,R-06,muelle  c!!,TRIGO,VALPARAISO,2023-08-22,7:44,2023-08-24,10:51 AM,2397.1,148.8,10,DESPACHADO
MOV-00446,B-018,COSCO-TIGRE,R-06,MUELLE-C,CONTENEDORES,ROTTERDAM,2023-02-05,6:31,2023-02-06,05:23 PM,5745.42,14.0,12,EN_REVISION
MOV-00447,B-001,msc genova!!,R-06,MUELLE-E,SOJA,MONTEVIDEO,2020-08-04,19:07,2020-08-05,sin dato,4268.55,10.0,15,RECHAZADO
MOV-00448,B-039,HAPAG-RIO,R-08,MUELLE-C,GRANOS,HAMBURG,2021-06-23,4:56,2021-06-24,09:6,4511.93,11.9,10,PENDIENTE
MOV-00449,B-017,YANG-MING,R-03,MUELLE-A,GRANOS,BUENOS AIRES,27/03/2024,13:05,2024-03-30,18:15,3911.87,16.0,15,RECHAZADO
MOV-00450,B-021,ZIM-NORTE,R-04,MUELLE-B,MAIZ,SANTA FE,2024-06-18,26:50:00,2024-06-21,19:52,-1122.26,15.3,12,EN_REVISION
MOV-00451,B-010,PIL-SANTA,R-06,MUELLE-B,GRANOS,HAMBURG,2021-07-22,7:12,2021-07-25,11:40 AM,6230.11,16.7,15,RECHAZADO
MOV-00452,B-011,MSC-ALPHA,R-05,MUELLE-F,CONTENEDORES,BUENOS AIRES,2024-07-10,22:55,2024-07-11,8:57,3922.83,11.5,12,PENDIENTE
MOV-00453,B-009,MSC-ALPHA,R-04,MUELLE-F,TRIGO,SAO PAULO,2022-11-12,3:24,2022-11-13,0:23,2672.82,9.6,12,RECHAZADO
MOV-00454,B-040,HAPAG-SUR,R-03,MUELLE-C,ACEITE,HAMBURG,2021-01-20,19:38,2021-01-21,14:19 XM,,9.7,15,EN_REVISION
MOV-00455,B-010,CMA-LITORAL,R-07,MUELLE-E,MAIZ,HAMBURG,2021-02-09,22:38,00/00/0000,05:03 PM,5747.81,13.5,12,EN_REVISION
MOV-00456,B-021,PIL-OESTE,R-01,MUELLE-E,GRANOS,MONTEVIDEO,2020-07-28,16:10,2020-07-30,22:38,5414.23,12.4,10,RECHAZADO
MOV-00457,B-015,ZIM-DELTA,R-01,MUELLE-F,GRANOS,SANTA FE,2020-11-08,4:32,00/00/0000,05:04 PM,4650.87,,10,PENDIENTE
MOV-00458,B-011,COSCO-TIGRE,R-04,MUELLE-B,GRANOS,VALPARAISO,2024-09-05,AB:CD,2024-09-06,16:27 XM,3653.61,10.8,10,EN_REVISION
MOV-00459,B-020,ONE-PARANA,R-05,MUELLE-C,MINERALES,SANTA FE,20/03/2021,16:01,2021-03-22,11:32,2723.97,9.5,12,PENDIENTE
MOV-00460,B-040,@#$%,R-01,MUELLE-A,GRANOS,SANTA FE,2024-02-01,18:10,2024-02-02,23:53,5923.82,10.9,12,EN_REVISION
MOV-00461,B-002,hapag sur!!,R-03,MUELLE-A,SOJA,BUENOS AIRES,2023-02-15,8:17,2023-02-15,22:59,2595.27,,15,PENDIENTE
MOV-00462,B-019,HAPAG-SUR,R-04,MUELLE-C,GRANOS,VALPARAISO,2023-08-24,1:55,2023-08-26,04:57 AM,5124.59,15.3,10,PENDIENTE
MOV-00463,B-038,COSCO-TIGRE,R-06,MUELLE-D,ACEITE,VALPARAISO,2023-10-15,17:26,2023-10-17,07:50 AM,5786.53,7.4,12,PENDIENTE
MOV-00464,B-037,CMA-ROSARIO,R-04,MUELLE-F,CONTENEDORES,BUENOS AIRES,2020-03-26,16:06,2020-03-26,7:17,7681.0,5.8,15,RECHAZADO
MOV-00465,B-007,,R-08,MUELLE-B,TRIGO,SANTA FE,2021-09-19,AB:CD,2021-09-21,12:06,2331.34,12.2,15,DESPACHADO
MOV-00466,B-022,COSCO-TIGRE,R-06,MUELLE-B,HARINA,ROTTERDAM,2022-10-03,1:31,2022-10-04,1:42,3937.11,9.0,15,RECHAZADO
MOV-00467,B-006,COSCO-STAR,R-04,MUELLE-F,SOJA,HAMBURG,2020-03-11,10:19,13-03-2020,04:39 AM,4994.69,9.8,12,RECHAZADO
MOV-00468,B-034,HAPAG-SUR,R-03,muelle  d!!,HARINA,MONTEVIDEO,2023-11-07,4:53,07-11-2023,11:33,4730.34,14.6,10,DESPACHADO
